id,message,translation,date,like,count,language,url,human-eval,sub-category,classe
20,You are an idiot Simon Ekpa you don't know the meaning of Disciple: because a disciple does not challenge or fight his masters interest nor does a disciple challenge his teachers order. A disciple is a student not a teacher and you can not be speaking against the instructions of Mazi Nnamdi Kanu,You are an idiot Simon Ekpa you don't know the meaning of Disciple: because a disciple does not challenge or fight his masters interest nor does a disciple challenge his teachers order. A disciple is a student not a teacher and you can not be speaking against the instructions of Mazi Nnamdi Kanu,2022-01-16T17:41:02+0000,0,0,en,https://www.facebook.com/biafraengineroom/photos/a.229974489227077/277450191146173/?type=3&comment_id=277493711141821,0,hateful,1
21,"You that is calling him mugu, is a real mugu. Onye eriri eri. Because you don't know when there is fire on the mountain, or you know but you doesn't want to say the truth or maybe you have choped some apple ???","You that is calling him mugu, is a real mugu. Onye eriri eri. Because you don't know when there is fire on the mountain, or you know but you doesn't want to say the truth or maybe you have choped some apple ???",2022-01-16T05:46:31+0000,0,0,en,https://www.facebook.com/biafraengineroom/photos/a.229974489227077/276864787871380/?type=3&comment_id=277161797841679,0,hateful,1
24,"I think u people want to destroy what mnk built by speaking against it
If u destroyed what u have it will later hot u,
Is only fools that want down fall of their people","I think u people want to destroy what mnk built by speaking against it
If u destroyed what u have it will later hot u,
Is only fools that want down fall of their people",2022-01-19T10:55:31+0000,0,0,en,https://www.facebook.com/biafraengineroom/photos/a.229974489227077/276864787871380/?type=3&comment_id=279081944316331,0,hateful,1
25,Why can't you allow Dos and lpod to do their work and you do your own and gossiping,Why can't you allow Dos and lpod to do their work and you do your own and gossiping,2022-01-16T07:09:32+0000,0,1,en,https://www.facebook.com/biafraengineroom/photos/a.229974489227077/276864787871380/?type=3&comment_id=277192787838580,1,hateful,1
31,Correct some one will insult me now,Correct some one will insult me now,2022-01-12T20:44:21+0000,3,4,en,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=163356752685421,0,hateful,1
51,That serve them right because even they are not criminals but they hide their brothers atrocities.,That serve them right because even they are not criminals but they hide their brothers atrocities.,2022-01-13T19:06:48+0000,0,0,en,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=306543034751553,0,hateful,1
52,Irin wadannan matakan sune suke ƙara munin ta'addanci. Frustration and depression can force them into joining the armed gang. Let's apply wisdom on these issues of banditry and kidnapping.,Irin wadannan matakan sune suke ƙara munin ta'addanci. Frustration and depression can force them into joining the armed gang. Let's apply wisdom on these issues of banditry and kidnapping.,2022-01-13T10:22:40+0000,0,0,en,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=163486642672432,0,hateful,1
74,May you live long and stronger than those that jail you in Christ name amen 🙏,May you live long and stronger than those that jail you in Christ name amen 🙏,2022-01-09T22:52:58+0000,0,1,en,https://www.facebook.com/100180435494882/posts/290768476436076/?comment_id=290886903090900,0,hateful,1
76,"Continue holding Nnamdi kanu, d economy Nigeria will be going down every day by day, more    disaster ad more terrorist will be coming and worst calamities will be falling in Nigeria as.far as Nnamdi kanu is still in dungeon of Nigeria terrorist dss ad asorock cabals.","Continue holding Nnamdi kanu, d economy Nigeria will be going down every day by day, more    disaster ad more terrorist will be coming and worst calamities will be falling in Nigeria as.far as Nnamdi kanu is still in dungeon of Nigeria terrorist dss ad asorock cabals.",2022-01-18T20:06:32+0000,0,0,en,https://www.facebook.com/100180435494882/posts/290768476436076/?comment_id=296716752507915,0,hateful,1
92,Lier,Lier,2022-01-11T06:00:33+0000,0,0,en,https://www.facebook.com/100180435494882/posts/290768476436076/?comment_id=291637746349149,1,hateful,1
96,My leader Onyendu Mazi Nnamdi Kanu ChukwuOkikeAbiama is forever with you. He'll never abandoned you because He never did before. You're coming out from that Nigeria DSS dungeon with victory.,My leader Onyendu Mazi Nnamdi Kanu ChukwuOkikeAbiama is forever with you. He'll never abandoned you because He never did before. You're coming out from that Nigeria DSS dungeon with victory.,2022-01-10T08:51:05+0000,0,0,en,https://www.facebook.com/100180435494882/posts/290768476436076/?comment_id=291105396402384,0,hateful,1
99,The face of the captured thief in Igbo land,The face of the captured thief in Igbo land,2022-01-10T04:28:54+0000,0,0,en,https://www.facebook.com/100180435494882/posts/290768476436076/?comment_id=291004789745778,0,hateful,1
111,But Fulani is full of ignorance to think and believe that mnk has final say on Biafra,But Fulani is full of ignorance to think and believe that mnk has final say on Biafra,2022-01-09T19:09:05+0000,0,0,en,https://www.facebook.com/100180435494882/posts/290768476436076/?comment_id=290795336433390,0,hateful,1
119,Is it now she wake up to talk rubbish?  Where was her when NNAMDI KANU is crying???. She just need money and her colleagues. Don't mind them,Is it now she wake up to talk rubbish?  Where was her when NNAMDI KANU is crying???. She just need money and her colleagues. Don't mind them,2022-01-08T22:40:55+0000,4,3,en,https://www.facebook.com/387068674767453/posts/2163952023745767/?comment_id=2164436273697342,0,hateful,1
121,Let the fulani federal government remove hands nd afairs of every state so that all state will mil nd control their resources well don nwachineke for the update,Let the fulani federal government remove hands nd afairs of every state so that all state will mil nd control their resources well don nwachineke for the update,2022-01-08T19:38:26+0000,0,2,en,https://www.facebook.com/387068674767453/posts/2163952023745767/?comment_id=2164348650372771,0,hateful,1
122,We live in one Nigeria with an Anoconda  embrace.. . and is unsustainable.,We live in one Nigeria with an Anoconda  embrace.. . and is unsustainable.,2022-01-09T01:34:09+0000,0,2,en,https://www.facebook.com/387068674767453/posts/2163952023745767/?comment_id=2164508250356811,0,hateful,1
131,"Words of hope,words of a person who wants equal rights and justice for her suffering people. Justice I believe in, wicked people don't want to hear.","Words of hope,words of a person who wants equal rights and justice for her suffering people. Justice I believe in, wicked people don't want to hear.",2022-01-18T10:13:44+0000,0,0,en,https://www.facebook.com/387068674767453/posts/2163952023745767/?comment_id=2171372399670396,0,hateful,1
136,That's why some agents of darkness are giving comments that nigeria unity is UNNEGOTIABLE because of their selfish interest  but the time of ignorance is gone .,That's why some agents of darkness are giving comments that nigeria unity is UNNEGOTIABLE because of their selfish interest  but the time of ignorance is gone .,2022-01-11T20:06:58+0000,0,0,en,https://www.facebook.com/387068674767453/posts/2163952023745767/?comment_id=2166533840154252,0,hateful,1
142,You are still being deceived. Still treading on an erroneous foundation.Still stepping in an shallow footing.,You are still being deceived. Still treading on an erroneous foundation.Still stepping in an shallow footing.,2022-01-25T12:01:00+0000,0,0,en,https://www.facebook.com/387068674767453/posts/2163952023745767/?comment_id=2176618262479143,0,hateful,1
146,Women are the people who can stay it the way it is simple and bitter truth,Women are the people who can stay it the way it is simple and bitter truth,2022-01-12T10:16:16+0000,0,0,en,https://www.facebook.com/387068674767453/posts/2163952023745767/?comment_id=2166911346783168,0,hateful,1
147,"Who removed the regional government first of all? For me the person who changed the system of government was the course of all the predicaments that Nigerians is facing today, who was the person ? Is an igbo man general aguiyi ironsi. My brother if you was the fulanis you will do the same, zik was the first problem he cried to the northern  caliphate to accept independent alongside with the south, awolowo refused and warned him not to do that  but he ran to them at the back of his brother awolowo to sign the deal with the north, awolowo was not happy about that till death,  finally what happened, Mr awo told him that this people are not our friends or brothers, we can't be in one family with them, let us ask for our own independent and freedom  hence they said that they are not yet ready to be free from the UK supremacy, they said their people are not educated enough like the people of the south to work together in an independent country, they said they need more time to educate themselves in all fields,  let us use this opportunity to have our own nation if not it will be hell to southerners to be together with this people in one country, zik said he wanted a big country like united states.
 now see what his selfishness is doing to his people and Nigeria at large. 
 they northerners agreed after having meetings with the UK officials and the queen of England also with the French government with out zik and awolowo, immediately after the meeting all  the leaders was invited to  London, after the meeting the first thing they do is referemdoum to remove the English speaking southern camaroon from Nigeria and added some part of English speaking  northern camaroon to Nigeria in 1959 before general election that was campaigning with (ncnc) Nigerian camaroon national congress, those who was added from the northern camaroon voted while zik lost his members to camaroon new country to be, they didn't vote in Nigeria anymore because they are no longer part of eastern province months before the prime minister election, that was the first mistake zik made he lost the election in 1959, tafawa belewa won the election became the first prime minister the UK handed over power to him while zik became the first president with no power. My dear no remedy to this illness on till you separate the oil from the water, the north is like oil while the south is like the water, they aren't the same. Stop blaming the fulanis they are using the platform that was available to  them created by the igbos, the yourobas understood it long ago they found a way to play the game with them, igbos who was the first are now the last in Nigerian politics, igbo leaders are now boiboi to the caliphates and the rest of the other politicians from southwest.","Who removed the regional government first of all? For me the person who changed the system of government was the course of all the predicaments that Nigerians is facing today, who was the person ? Is an igbo man general aguiyi ironsi. My brother if you was the fulanis you will do the same, zik was the first problem he cried to the northern  caliphate to accept independent alongside with the south, awolowo refused and warned him not to do that  but he ran to them at the back of his brother awolowo to sign the deal with the north, awolowo was not happy about that till death,  finally what happened, Mr awo told him that this people are not our friends or brothers, we can't be in one family with them, let us ask for our own independent and freedom  hence they said that they are not yet ready to be free from the UK supremacy, they said their people are not educated enough like the people of the south to work together in an independent country, they said they need more time to educate themselves in all fields,  let us use this opportunity to have our own nation if not it will be hell to southerners to be together with this people in one country, zik said he wanted a big country like united states.
 now see what his selfishness is doing to his people and Nigeria at large. 
 they northerners agreed after having meetings with the UK officials and the queen of England also with the French government with out zik and awolowo, immediately after the meeting all  the leaders was invited to  London, after the meeting the first thing they do is referemdoum to remove the English speaking southern camaroon from Nigeria and added some part of English speaking  northern camaroon to Nigeria in 1959 before general election that was campaigning with (ncnc) Nigerian camaroon national congress, those who was added from the northern camaroon voted while zik lost his members to camaroon new country to be, they didn't vote in Nigeria anymore because they are no longer part of eastern province months before the prime minister election, that was the first mistake zik made he lost the election in 1959, tafawa belewa won the election became the first prime minister the UK handed over power to him while zik became the first president with no power. My dear no remedy to this illness on till you separate the oil from the water, the north is like oil while the south is like the water, they aren't the same. Stop blaming the fulanis they are using the platform that was available to  them created by the igbos, the yourobas understood it long ago they found a way to play the game with them, igbos who was the first are now the last in Nigerian politics, igbo leaders are now boiboi to the caliphates and the rest of the other politicians from southwest.",2022-01-10T01:24:54+0000,3,2,en,https://www.facebook.com/387068674767453/posts/2163952023745767/?comment_id=2165218780285758,0,hateful,1
156,this one you're making noise tell me what the South East have,this one you're making noise tell me what the South East have,2022-01-19T09:24:46+0000,0,0,en,https://www.facebook.com/387068674767453/posts/2163952023745767/?comment_id=2172061639601472,0,hateful,1
160,That's to u too late,That's to u too late,2022-01-14T07:55:59+0000,0,0,en,https://www.facebook.com/387068674767453/posts/2163952023745767/?comment_id=2168332956641007,0,hateful,1
161,Naso my ijaw sister and a mother,Naso my ijaw sister and a mother,2022-01-16T10:44:26+0000,0,0,en,https://www.facebook.com/387068674767453/posts/2163952023745767/?comment_id=2169930789814557,0,hateful,1
171,"I wish if more women can talk like this woman, because our men are just rooting, nnamdi KANU will always be my man, you can hate him if you want 70% in the world love him more than you Nd me","I wish if more women can talk like this woman, because our men are just rooting, nnamdi KANU will always be my man, you can hate him if you want 70% in the world love him more than you Nd me",2022-01-11T10:57:33+0000,0,0,en,https://www.facebook.com/387068674767453/posts/2163952023745767/?comment_id=2166215186852784,0,hateful,1
174,Don't mind foools every were,Don't mind foools every were,2022-01-08T18:59:53+0000,0,0,en,https://www.facebook.com/387068674767453/posts/2163952023745767/?comment_id=2164331167041186,1,hateful,1
176,Foolish woman,Foolish woman,2022-01-08T14:37:07+0000,0,0,en,https://www.facebook.com/387068674767453/posts/2163952023745767/?comment_id=2164183870389249,1,hateful,1
178,"She has been speaking this same grammar every year ,it has not changed anything it ends their. Immediately the give them small cash for hot drinks they will all foolishly go home. You will continue to cry until the zoo is divided,  God bless nnamudi kalu.... The only man that saw the tomorrow of Nigeria after Ojukwu. You guys are cowards.","She has been speaking this same grammar every year ,it has not changed anything it ends their. Immediately the give them small cash for hot drinks they will all foolishly go home. You will continue to cry until the zoo is divided,  God bless nnamudi kalu.... The only man that saw the tomorrow of Nigeria after Ojukwu. You guys are cowards.",2022-01-21T21:51:39+0000,0,0,en,https://www.facebook.com/387068674767453/posts/2163952023745767/?comment_id=2173931159414520,0,hateful,1
185,Evil people,Evil people,2022-01-14T13:26:33+0000,0,0,en,https://www.facebook.com/387068674767453/posts/2163952023745767/?comment_id=2168512279956408,1,hateful,1
191,"Anti Corruption Support Citizens Innitiative appealed to British Government to consider to release the huge amount of money allegedly siphoned by former Petroleum Minister, Dezieani Madueke etc, to indicate to the world citizens that,  British government is in total support of the fight against corruption in Africa. I think Developed Nations should not be a hiding warehouse for stolen funds meant for the development of Africa. It is not in doubt that Corruption in all spheres of our life, have pauperized the masses and lured many youths into get rich quick syndrome and all sorts of criminality. 

Amb Alam Kyriel Ezeugo
Executive Director
Anti Corruption Support Citizens Innitiative.","Anti Corruption Support Citizens Innitiative appealed to British Government to consider to release the huge amount of money allegedly siphoned by former Petroleum Minister, Dezieani Madueke etc, to indicate to the world citizens that,  British government is in total support of the fight against corruption in Africa. I think Developed Nations should not be a hiding warehouse for stolen funds meant for the development of Africa. It is not in doubt that Corruption in all spheres of our life, have pauperized the masses and lured many youths into get rich quick syndrome and all sorts of criminality. 

Amb Alam Kyriel Ezeugo
Executive Director
Anti Corruption Support Citizens Innitiative.",2022-01-11T06:24:32+0000,0,0,en,https://www.facebook.com/387068674767453/posts/2163952023745767/?comment_id=2166092626865040,0,hateful,1
194,You are all fools,You are all fools,2022-01-09T21:12:36+0000,0,0,en,https://www.facebook.com/387068674767453/posts/2163952023745767/?comment_id=2165110093629960,1,hateful,1
202,"Cheiii !
This is a good  point but should also boycott fuel   and severe every fuel pipeline leading to North.","Cheiii !
This is a good  point but should also boycott fuel   and severe every fuel pipeline leading to North.",2022-01-07T12:22:04+0000,0,4,en,https://www.facebook.com/100180435494882/posts/289311309915126/?comment_id=289347806578143,0,hateful,1
203,This people don't have remorse over the problem they have created in Nigeria,This people don't have remorse over the problem they have created in Nigeria,2022-01-07T16:28:44+0000,0,2,en,https://www.facebook.com/100180435494882/posts/289311309915126/?comment_id=289476756565248,0,hateful,1
204,"Let's call a spade , a spade , it is now better to allow Biafra to have their nation because before the civil war and after the war till this present time , the ground never rest with peace . Moreover civil war is not easy to be forgotten .","Let's call a spade , a spade , it is now better to allow Biafra to have their nation because before the civil war and after the war till this present time , the ground never rest with peace . Moreover civil war is not easy to be forgotten .",2022-01-07T13:10:57+0000,0,1,en,https://www.facebook.com/100180435494882/posts/289311309915126/?comment_id=289372119909045,0,hateful,1
207,"Hence the center can no longer hold, doing the needful is what is required of any right thinking person","Hence the center can no longer hold, doing the needful is what is required of any right thinking person",2022-01-07T12:02:00+0000,0,1,en,https://www.facebook.com/100180435494882/posts/289311309915126/?comment_id=289338516579072,0,hateful,1
208,The battle has just begun,The battle has just begun,2022-01-07T18:38:27+0000,0,1,en,https://www.facebook.com/100180435494882/posts/289311309915126/?comment_id=289537203225870,0,hateful,1
212,"Fools, anyway I don't blame you idiots, is our politicians I blame","Fools, anyway I don't blame you idiots, is our politicians I blame",2022-01-10T09:51:56+0000,0,0,en,https://www.facebook.com/100180435494882/posts/289311309915126/?comment_id=291128593066731,0,hateful,1
220,"What type of country is this?? Governor cannot command his own security,,, this is totally an animal kingdom","What type of country is this?? Governor cannot command his own security,,, this is totally an animal kingdom",2022-01-06T09:12:02+0000,0,0,en,https://www.facebook.com/387068674767453/posts/2161796093961360/?comment_id=2162554670552169,1,hateful,1
222,Zoo,Zoo,2022-01-05T21:07:34+0000,0,0,en,https://www.facebook.com/387068674767453/posts/2161796093961360/?comment_id=2162184200589216,1,hateful,1
223,Zoo,Zoo,2022-01-06T16:19:04+0000,0,0,en,https://www.facebook.com/387068674767453/posts/2161796093961360/?comment_id=2162790100528626,1,hateful,1
225,Fool,Fool,2022-01-06T15:06:19+0000,0,0,en,https://www.facebook.com/387068674767453/posts/2161796093961360/?comment_id=2162741743866795,1,hateful,1
230,DOWN WITH HOPU,DOWN WITH HOPU,2022-01-06T16:29:17+0000,0,0,en,https://www.facebook.com/106427484915112/posts/269332881957904/?comment_id=271144181776774,0,hateful,1
233,"So these are the ammunition ceased by custom in Lagos. Nigeria for now, had no law empowering citizens to carry fire arms. Hmmm","So these are the ammunition ceased by custom in Lagos. Nigeria for now, had no law empowering citizens to carry fire arms. Hmmm",2021-12-30T11:43:27+0000,0,0,en,https://www.facebook.com/100180435494882/posts/284231000423157/?comment_id=284352700410987,0,hateful,1
237,This is one of the bandit him self.,This is one of the bandit him self.,2021-12-30T08:37:11+0000,0,0,en,https://www.facebook.com/100180435494882/posts/284231000423157/?comment_id=284263313753259,0,hateful,1
239,"Arthor EZE ! Don't tell me without politics , you cannot get or feed yourself . Did you go to UNIVEFSITY ?  Is your field of STUDY A POLITICAL SCIENCE  ?  If not why can't you QUIT POLITICS & find something else to help not only yourselves but other people who are not politicians by field of STUDY ? Just Quit politics because its not your GOD's  GIFT at first place & LEAVE BIAFRANS Alone to move FOWARD .. ...","Arthor EZE ! Don't tell me without politics , you cannot get or feed yourself . Did you go to UNIVEFSITY ?  Is your field of STUDY A POLITICAL SCIENCE  ?  If not why can't you QUIT POLITICS & find something else to help not only yourselves but other people who are not politicians by field of STUDY ? Just Quit politics because its not your GOD's  GIFT at first place & LEAVE BIAFRANS Alone to move FOWARD .. ...",2021-12-19T13:56:52+0000,1,9,en,https://www.facebook.com/387068674767453/posts/2148844081923228/?comment_id=2149338665207103,0,hateful,1
243,Arthur Eze is not God my people we must have our referendum whether arthur Eze like it or not.,Arthur Eze is not God my people we must have our referendum whether arthur Eze like it or not.,2021-12-19T11:02:40+0000,0,9,en,https://www.facebook.com/387068674767453/posts/2148844081923228/?comment_id=2149243638549939,1,hateful,1
250,"He las lost his senses and not only him, but all the eastern political leaders","He las lost his senses and not only him, but all the eastern political leaders",2021-12-19T11:44:32+0000,0,2,en,https://www.facebook.com/387068674767453/posts/2148844081923228/?comment_id=2149264405214529,0,hateful,1
253,This is the reason why people need biafran more than every other thing so that he can die with them since he never believe in his own strength anyway he's old and don't have anything to offer,This is the reason why people need biafran more than every other thing so that he can die with them since he never believe in his own strength anyway he's old and don't have anything to offer,2021-12-19T17:10:52+0000,0,1,en,https://www.facebook.com/387068674767453/posts/2148844081923228/?comment_id=2149449381862698,0,hateful,1
256,"Bro,  you have spoken well.  Honestly Arthur Eze does not add any value to igbo land.  He's only interested in giving gullible people fish but not to show them how to fish. No industry in lgbo land to create employments to our people...He is more than a foolish shameless man.","Bro,  you have spoken well.  Honestly Arthur Eze does not add any value to igbo land.  He's only interested in giving gullible people fish but not to show them how to fish. No industry in lgbo land to create employments to our people...He is more than a foolish shameless man.",2021-12-20T14:54:19+0000,0,0,en,https://www.facebook.com/387068674767453/posts/2148844081923228/?comment_id=2150084771799159,0,hateful,1
285,"Arthur eze , you are a money monger. You did not read history and you don't know bible history","Arthur eze , you are a money monger. You did not read history and you don't know bible history",2021-12-20T09:37:20+0000,0,0,en,https://www.facebook.com/387068674767453/posts/2148844081923228/?comment_id=2149903525150617,0,hateful,1
291,"TINA ojukwu, the subject matter is actualization of a free people. Biafrans.Let's not change the subject because we all can be on this matter with different understandings of what the subject is. I listened to what the guy on BV 1 channel was saying and I thought it was really good. Read things well before reacting like you are more catholic than the pope.","TINA ojukwu, the subject matter is actualization of a free people. Biafrans.Let's not change the subject because we all can be on this matter with different understandings of what the subject is. I listened to what the guy on BV 1 channel was saying and I thought it was really good. Read things well before reacting like you are more catholic than the pope.",2021-12-25T18:03:40+0000,0,0,en,https://www.facebook.com/387068674767453/posts/2148844081923228/?comment_id=2153943521413284,0,hateful,1
295,Author Eze is an old sycophant,Author Eze is an old sycophant,2021-12-19T14:14:07+0000,0,0,en,https://www.facebook.com/387068674767453/posts/2148844081923228/?comment_id=2149347845206185,0,hateful,1
301,You are always on point nwachineke shame on him,You are always on point nwachineke shame on him,2021-12-21T21:42:10+0000,0,0,en,https://www.facebook.com/387068674767453/posts/2148844081923228/?comment_id=2151061605034809,0,hateful,1
306,Hahahaha this people thinks that God is foolish we shall see you can't continue with this kind of insult to injury over 50million people... British you will not rule for ever... Your end shall come unexpected it will surely come all the innocent deaths you caused shall not be in vain,Hahahaha this people thinks that God is foolish we shall see you can't continue with this kind of insult to injury over 50million people... British you will not rule for ever... Your end shall come unexpected it will surely come all the innocent deaths you caused shall not be in vain,2021-12-20T08:04:24+0000,0,0,en,https://www.facebook.com/387068674767453/posts/2148844081923228/?comment_id=2149852388489064,0,hateful,1
307,Sir what are saying like this you will lost more than the poor,Sir what are saying like this you will lost more than the poor,2021-12-21T21:49:07+0000,0,0,en,https://www.facebook.com/387068674767453/posts/2148844081923228/?comment_id=2151064651701171,0,hateful,1
310,Shameless and mad people every  where . MNK Said it.,Shameless and mad people every  where . MNK Said it.,2021-12-20T23:04:24+0000,0,0,en,https://www.facebook.com/387068674767453/posts/2148844081923228/?comment_id=2150321321775504,0,hateful,1
313,"Some of these people hasn’t got sense, they’re behaving like animals.","Some of these people hasn’t got sense, they’re behaving like animals.",2021-12-19T11:58:33+0000,0,0,en,https://www.facebook.com/387068674767453/posts/2148844081923228/?comment_id=2149271121880524,1,hateful,1
318,"ARTHOR EZE, is a great Man I respect so much, but now I hate him after listening to this rubbish talk from him.","ARTHOR EZE, is a great Man I respect so much, but now I hate him after listening to this rubbish talk from him.",2021-12-20T21:35:57+0000,0,0,en,https://www.facebook.com/387068674767453/posts/2148844081923228/?comment_id=2150283778445925,0,hateful,1
319,Eze chiaman sent me my own money ooooo,Eze chiaman sent me my own money ooooo,2021-12-19T08:38:12+0000,0,0,en,https://www.facebook.com/387068674767453/posts/2148844081923228/?comment_id=2149178511889785,0,hateful,1
320,He's an Efuluefu... Mad people everywhere,He's an Efuluefu... Mad people everywhere,2021-12-19T11:13:36+0000,0,0,en,https://www.facebook.com/387068674767453/posts/2148844081923228/?comment_id=2149248741882762,1,hateful,1
325,Stop black mailing God With your cow brain Without politics where will you be by now ?,Stop black mailing God With your cow brain Without politics where will you be by now ?,2021-12-23T09:14:42+0000,0,0,en,https://www.facebook.com/387068674767453/posts/2148844081923228/?comment_id=2152117178262585,0,hateful,1
326,Time shall tell 'and at that time they all that sold us cheap. will not stand the taste of time,Time shall tell 'and at that time they all that sold us cheap. will not stand the taste of time,2021-12-21T20:06:05+0000,0,0,en,https://www.facebook.com/387068674767453/posts/2148844081923228/?comment_id=2151018508372452,0,hateful,1
330,If this man's money is a good money he would have known the meaning of birthright Biafra is our birthright,If this man's money is a good money he would have known the meaning of birthright Biafra is our birthright,2021-12-21T16:16:15+0000,0,0,en,https://www.facebook.com/387068674767453/posts/2148844081923228/?comment_id=2150897625051207,0,hateful,1
335,God punish you there idot,God punish you there idot,2021-12-19T04:21:40+0000,1,0,en,https://www.facebook.com/387068674767453/posts/2148844081923228/?comment_id=2149060018568301,0,hateful,1
336,That man is an old full,That man is an old full,2021-12-19T14:22:56+0000,0,0,en,https://www.facebook.com/387068674767453/posts/2148844081923228/?comment_id=2149352915205678,0,hateful,1
339,"Bro, we need more people like you who understands those foolish idiots in our lands","Bro, we need more people like you who understands those foolish idiots in our lands",2022-01-04T03:16:45+0000,0,0,en,https://www.facebook.com/387068674767453/posts/2148844081923228/?comment_id=2160922720715364,0,hateful,1
340,Igbos should ignore politicians with mental phycoses. Author Eze needs mental evaluation and possibly taking to mental asylum. Dr Akah lkenna,Igbos should ignore politicians with mental phycoses. Author Eze needs mental evaluation and possibly taking to mental asylum. Dr Akah lkenna,2021-12-21T02:41:36+0000,0,0,en,https://www.facebook.com/387068674767453/posts/2148844081923228/?comment_id=2150418421765794,0,hateful,1
341,This old fool I don't think if this man brain is still working all I see is that the old age is affecting his brain no body should take him seriously?,This old fool I don't think if this man brain is still working all I see is that the old age is affecting his brain no body should take him seriously?,2021-12-19T08:28:39+0000,0,0,en,https://www.facebook.com/387068674767453/posts/2148844081923228/?comment_id=2149174671890169,0,hateful,1
362,All of you idiot and stupid sets of people are criminals,All of you idiot and stupid sets of people are criminals,2021-12-21T04:59:57+0000,0,0,en,https://www.facebook.com/387068674767453/posts/2148844081923228/?comment_id=2150514131756223,0,hateful,1
363,At  his  age   he  doesn't   know  the  difference  between his  left  hand  and  his   right   hand   he  his  an  idiot  if  not  mad   senseless   idiot.,At  his  age   he  doesn't   know  the  difference  between his  left  hand  and  his   right   hand   he  his  an  idiot  if  not  mad   senseless   idiot.,2021-12-20T15:27:04+0000,0,0,en,https://www.facebook.com/387068674767453/posts/2148844081923228/?comment_id=2150105271797109,0,hateful,1
366,"Arthur ekwensu money have taken away  your sense of  jugment fool,","Arthur ekwensu money have taken away  your sense of  jugment fool,",2021-12-19T08:33:27+0000,0,0,en,https://www.facebook.com/387068674767453/posts/2148844081923228/?comment_id=2149176571889979,0,hateful,1
